Player,Team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
DazDCameronCameronLF,BAL,139,394,48,79,15,3,10,39,30,128.0,14,0,0.201,.263,0.33,.593
KristianKCampbellCampbellB,BOS,2,3,0,0,0,0,0,0,1,1.0,0,0,0.0,0.25,0.0,0.25
GustavoGCamperoCamperoRF,LAA,13,46,6,11,0,1,1,6,0,8.0,3,0,0.239,.271,0.348,.619
RobertoRCamposCamposRF,DET,1,2,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
JeimerJCandelarioCandelarioB,CIN,858,3115,407,748,188,18,108,374,317,828.0,19,9,0.24,.318,0.416,.734
HaydenHCantrelleCantrelleB,CHC,3,1,0,0,0,0,0,0,2,1.0,1,0,0.0,0.667,0.0,0.667
DominicDCanzoneCanzoneRF,SEA,126,341,43,71,20,0,14,38,26,85.0,2,0,0.208,.265,0.39,.655
ConnerCCapelCapelLF,ATL,59,133,14,37,5,1,3,14,17,37.0,7,4,0.278,.359,0.398,.757
DylanDCarlsonCarlsonLF,BAL,484,1538,192,365,83,10,37,175,158,405.0,13,5,0.237,.317,0.376,.693
JoshJCaronCaronX,SEA,3,2,0,0,0,0,0,0,1,0.0,0,0,0.0,0.333,0.0,0.333
KerryKCarpenterCarpenterRF,DET,236,785,110,217,37,8,44,131,60,222.0,6,2,0.276,.338,0.512,.850
JulioJCarrerasCarrerasSS,COL,3,3,1,1,0,0,0,1,2,1.0,0,0,0.333,0.6,0.333,0.933
DiegoDCartayaCartayaC,MIN,2,2,1,0,0,0,0,0,1,2.0,0,0,0.0,0.333,0.0,0.333
EvanECarterCarterCF,TEX,2,4,0,1,1,0,0,0,0,1.0,0,0,0.25,0.25,0.5,0.75
CurtCCasaliCasaliC,ATL,543,1367,157,298,61,1,48,162,169,423.0,2,2,0.218,.312,0.369,.681
TristonTCasasCasasB,BOS,222,717,105,179,30,2,42,109,119,226.0,1,1,0.25,.357,0.473,.830
NickNCastellanosCastellanosRF,PHI,1541,5865,755,1605,372,41,233,848,400,1484.0,38,22,0.274,.323,0.47,.793
JacksonJCastilloCastilloCF,NYY,2,2,0,0,0,0,0,0,1,1.0,0,0,0.0,0.333,0.0,0.333
HaroldHCastroCastroB,KC,450,1406,134,391,61,7,16,156,54,316.0,7,4,0.278,.303,0.366,.669
LuisLCastroCastroB,HOU,2,6,2,2,0,0,0,0,0,1.0,0,0,0.333,0.333,0.333,0.666
RodolfoRCastroCastroSS,PHI,194,566,55,124,17,4,22,59,51,175.0,6,7,0.219,.292,0.38,.672
RodolfoRCastroCastroSS,PHI,194,566,55,124,17,4,22,59,51,175.0,6,7,0.219,.292,0.38,.672
WilliWCastroCastroB,MIN,2,5,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
SabinSCeballosCeballosB,SF,3,3,0,2,0,0,0,0,1,0.0,0,0,0.667,0.75,0.667,1.417
GilbertoGCelestinoCelestinoLF,NYM,2,4,1,3,1,0,0,1,0,0.0,0,0,0.75,0.75,1.0,1.75
AllanACerdaCerdaX,MIN,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
ChristianCCerdaCerdaC,AZ,2,1,1,0,0,0,0,0,1,0.0,0,0,0.0,0.5,0.0,0.5
LoganLCernyCernyCF,HOU,2,2,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
RubelRCespedesCespedesB,MIN,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
MattMChapmanChapmanB,SF,1022,3713,585,896,230,21,182,504,445,1134.0,26,14,0.241,.329,0.462,.791
ConnorCCharpingCharpingC,SEA,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
ParkerPChaversChaversCF,CHC,4,5,1,3,1,1,0,3,1,1.0,0,0,0.6,0.667,1.2,1.867
TsungCheTChengChengB,PIT,2,3,2,1,1,0,0,0,1,0.0,0,0,0.333,0.5,0.667,1.167
JazzJChisholmJrChisholmB,NYY,449,1647,241,410,64,15,77,228,139,500.0,99,28,0.249,.311,0.446,.757
JacksonJChourioChourioLF,MIL,148,528,80,145,29,4,21,79,39,121.0,22,7,0.275,.327,0.464,.791
JaisonJChourioChourioRF,CLE,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
JakobJChristianChristianB,SF,1,1,0,0,0,0,0,1,0,1.0,0,0,0.0,0.5,0.0,0.5
NathanNChurchChurchCF,STL,4,5,0,0,0,0,0,1,2,0.0,0,0,0.0,0.286,0.0,0.286
DenzelDClarkeClarkeCF,ATH,3,4,1,0,0,0,0,0,1,3.0,0,0,0.0,0.2,0.0,0.2
KodyKClemensClemensB,PHI,150,370,45,74,20,1,14,48,21,102.0,1,0,0.2,.246,0.373,.619
ErnieEClementClementB,TOR,279,768,90,191,30,4,16,76,30,90.0,13,5,0.249,.282,0.361,.643
RyanRCliffordCliffordB,NYM,2,4,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
PatrickPClohisyClohisyRF,ATL,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
CutterCCoffeyCoffeyX,TOR,1,2,0,1,0,0,0,1,0,1.0,0,0,0.5,0.5,0.5,1.0
MarkMColeyIIColeyCF,MIA,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
CamCCollierCollierB,CIN,3,2,1,1,1,0,0,0,2,1.0,0,0,0.5,0.75,1.0,1.75
IsaacICollinsCollinsLF,MIL,11,17,0,2,0,0,0,0,2,10.0,1,0,0.118,.211,0.118,.329
OscarOColsColsB,CWS,3,5,1,1,1,0,0,1,0,3.0,0,0,0.2,0.2,0.4,0.6
MichaelMConfortoConfortoLF,LAD,1012,3395,514,851,182,7,167,520,456,934.0,22,12,0.251,.348,0.456,.804
GriffinGConineConineLF,MIA,2,3,1,0,0,0,0,0,2,1.0,0,0,0.0,0.4,0.0,0.4
CalCConleyConleyX,ATL,2,3,0,1,0,0,0,1,0,0.0,0,0,0.333,0.333,0.333,0.666
GavinGConticelloConticelloRF,AZ,1,1,0,1,0,0,0,1,1,0.0,0,0,1.0,1.0,1.0,2.0
WilliamWContrerasContrerasC,MIL,449,1642,255,455,94,5,68,239,199,427.0,17,3,0.277,.358,0.465,.823
WillsonWContrerasContrerasB,STL,2,4,0,2,1,0,0,0,0,1.0,0,0,0.5,0.6,0.75,1.35
BillyBCookCookCF,PIT,2,2,0,0,0,0,0,0,1,0.0,0,0,0.0,0.333,0.0,0.333
GarrettGCooperCooperB,ATL,517,1735,192,459,96,7,57,233,157,519.0,1,1,0.265,.333,0.427,.760
KenedyKCoronaCoronaCF,HOU,1,1,0,1,0,0,0,0,0,0.0,0,0,1.0,1.0,1.0,2.0
CarlosCCorreaCorreaSS,MIN,1109,4179,623,1150,235,13,187,672,507,973.0,33,9,0.275,.354,0.472,.826
CarlosCCortesCortesLF,ATH,3,5,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
ColtonCCowserCowserLF,BAL,179,560,92,128,26,3,24,73,65,194.0,10,4,0.229,.317,0.414,.731
JonahJCoxCoxCF,SF,1,1,0,0,0,0,0,0,1,0.0,0,0,0.0,0.5,0.0,0.5
JacobJCozartCozartX,CLE,1,1,1,0,0,0,0,1,1,1.0,0,0,0.0,0.5,0.0,0.5
JPJCrawfordCrawfordSS,SEA,773,2799,396,686,150,15,55,286,367,602.0,27,14,0.245,.338,0.368,.706
JustinJCrawfordCrawfordLF,PHI,3,7,2,1,0,0,0,0,0,1.0,0,0,0.143,0.143,0.143,0.286
DylanDCrewsCrewsRF,WSH,31,119,12,26,5,1,3,8,11,26.0,12,3,0.218,.288,0.353,.641
BlaineBCrimCrimDH,TEX,4,5,1,1,0,0,0,0,0,1.0,0,0,0.2,0.2,0.2,0.4
DemetrioDCrisantesCrisantesX,AZ,1,2,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
JakeJCronenworthCronenworthB,SD,646,2361,334,584,131,24,69,310,250,466.0,21,7,0.247,.329,0.411,.740
JimmyJCrooksCrooksC,STL,2,2,0,0,0,0,0,0,1,1.0,0,0,0.0,0.333,0.0,0.333
GavinGCrossCrossRF,KC,3,3,3,1,0,0,0,1,3,2.0,2,0,0.333,0.667,0.333,1.0
PetePCrowArmstrongCrowArmstrongCF,CHC,136,386,49,88,13,6,10,48,24,105.0,29,5,0.228,.282,0.37,.652
OneilOCruzCruzCF,PIT,1,3,0,1,0,0,0,0,0,1.0,1,1,0.333,0.333,0.333,0.666
BobbyBDalbecDalbecB,CWS,331,946,115,210,37,7,47,142,79,384.0,9,0,0.222,.290,0.425,.715
ZachZDanielsDanielsLF,HOU,1,2,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
BoBDavidsonDavidsonLF,SF,1,1,0,1,1,0,0,1,0,0.0,0,0,1.0,1.0,2.0,3.0
LoganLDavidsonDavidsonB,ATH,3,4,1,2,1,0,0,2,0,1.0,0,0,0.5,0.5,0.75,1.25
ChaseCDavisDavisDH,STL,2,3,2,0,0,0,0,0,1,1.0,0,0,0.0,0.25,0.0,0.25
HenryHDavisDavisC,PIT,99,329,36,63,14,0,8,29,38,114.0,3,5,0.191,.283,0.307,.590
JDJDavisDavisX,LAA,3,5,0,1,0,0,0,0,0,2.0,0,0,0.2,0.2,0.2,0.4
RandyRDeJesusDeJesusRF,LAA,1,2,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
BryanBDeLaCruzDeLaCruzRF,ATL,2,5,0,2,1,0,0,1,0,1.0,0,0,0.4,0.4,0.6,1.0
DeyvisonDDeLosSantosDeLosSantosB,MIA,2,5,0,1,0,0,0,0,0,1.0,0,0,0.2,0.2,0.2,0.4
JefreyJDeLosSantosDeLosSantosB,NYM,2,2,0,0,0,0,0,0,1,1.0,0,0,0.0,0.333,0.0,0.333
LuisLDeLosSantosDeLosSantosB,NYM,13,29,2,5,2,0,0,1,2,10.0,0,0,0.172,.226,0.241,.467
OmarODeLosSantosDeLosSantosCF,NYM,3,5,0,0,0,0,0,0,0,3.0,0,0,0.0,0.0,0.0,0.0
JosueJDePaulaDePaulaLF,LAD,4,4,2,0,0,0,0,0,3,1.0,0,0,0.0,0.429,0.0,0.429
LeodalisLDeVriesDeVriesSS,SD,3,6,1,1,1,0,0,0,1,1.0,0,0,0.167,0.286,0.333,0.619
PaulPDeJongDeJongB,WSH,2,5,2,2,0,0,0,1,0,2.0,0,0,0.4,0.4,0.4,0.8
ZachZDeLoachDeLoachX,CWS,3,4,0,1,0,0,0,0,2,1.0,0,0,0.25,0.5,0.25,0.75
JonnyJDeLucaDeLucaCF,TB,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
JustinJDeanDeanCF,LAD,6,6,2,0,0,0,0,0,3,3.0,1,0,0.0,0.333,0.0,0.333
TylerTDeardenDeardenLF,MIN,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
AdrianADelCastilloDelCastilloDH,AZ,3,7,0,0,0,0,0,0,0,3.0,0,0,0.0,0.0,0.0,0.0
JasonJDelayDelayC,PIT,134,337,38,78,20,1,2,35,26,94.0,0,2,0.231,.295,0.315,.610
RaynelRDelgadoDelgadoB,MIL,2,3,1,1,0,0,0,0,1,0.0,0,0,0.333,0.5,0.333,0.833
CamCDevanneyDevanneySS,KC,2,3,1,1,0,0,0,0,2,0.0,1,0,0.333,0.6,0.333,0.933
JoseJDeversDeversB,CLE,1,3,1,1,1,0,0,0,0,0.0,0,0,0.333,0.333,0.667,1.0
JosJDeversDeversB,ATL,3,4,0,0,0,0,0,0,1,1.0,0,0,0.0,0.2,0.0,0.2
ZachZDezenzoDezenzoLF,HOU,2,6,1,2,0,0,0,2,0,1.0,0,0,0.333,0.333,0.333,0.666
JhonJDiazDiazCF,TB,1,2,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
YainerYDiazDiazC,HOU,258,948,121,276,52,3,39,145,36,183.0,2,0,0.291,.317,0.476,.793
DylanDDoddDoddP,ATL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
JassonJDomnguezDomnguezLF,NYY,26,87,14,18,2,0,6,11,13,27.0,6,0,0.207,.310,0.437,.747
BrendanBDonovanDonovanB,STL,2,5,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
TommyTDoyleDoyleP,COL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
LoganLDriscollDriscollC,TB,15,35,2,6,0,0,1,5,1,6.0,0,0,0.171,.189,0.257,.446
BrandonBDruryDruryB,CWS,867,2915,337,713,170,9,109,375,188,718.0,5,8,0.245,.296,0.421,.717
MauricioMDubnDubnB,HOU,2,5,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
TitusTDumitruDumitruX,ATL,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
ClayCDunganDunganB,SD,4,5,1,2,0,0,0,0,1,1.0,0,0,0.4,0.5,0.4,0.9
BlakeBDunnDunnCF,CIN,2,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
NickNDunnDunnB,SEA,2,6,1,3,1,0,0,2,0,1.0,0,0,0.5,0.5,0.667,1.167
EzequielEDuranDuranB,TEX,3,7,2,2,1,0,0,0,1,1.0,0,0,0.286,0.375,0.429,0.804
JarrenJDuranDuranLF,BOS,1,3,0,1,0,0,0,0,0,0.0,0,0,0.333,0.333,0.333,0.666
CalebCDurbinDurbinB,MIL,3,8,2,1,0,0,0,0,2,2.0,0,0,0.125,0.3,0.125,0.425
RodolfoRDurnDurnC,SD,2,3,0,1,0,0,0,1,1,0.0,0,0,0.333,0.5,0.333,0.833
EliasEDazDazC,SD,724,2317,242,582,123,4,62,297,169,480.0,2,2,0.251,.304,0.388,.692
YandyYDazDazB,TB,754,2712,392,782,155,6,75,341,352,466.0,8,7,0.288,.373,0.433,.806
NateNEatonEatonRF,BOS,72,159,18,32,4,3,1,13,12,51.0,14,1,0.201,.266,0.283,.549
TommyTEdmanEdmanB,LAD,3,9,1,1,0,0,0,0,0,2.0,0,0,0.111,0.111,0.111,0.222
XavierXEdwardsEdwardsSS,MIA,100,343,51,110,15,5,1,29,36,66.0,36,4,0.321,.383,0.402,.785
DukeDEllisEllisRF,NYY,2,4,0,0,0,0,0,0,0,3.0,0,0,0.0,0.0,0.0,0.0
ColtCEmersonEmersonSS,SEA,3,5,1,0,0,0,0,0,1,1.0,2,0,0.0,0.167,0.0,0.167
JerarJEncarnacionEncarnacionB,SF,3,8,0,4,2,0,0,2,0,1.0,0,0,0.5,0.5,0.75,1.25
ChristianCEncarnacionStrandEncarnacionStrandB,CIN,92,338,42,82,13,0,15,53,18,104.0,2,0,0.243,.291,0.414,.705
TristinTEnglishEnglishB,AZ,3,5,2,3,0,0,0,2,1,0.0,0,0,0.6,0.667,0.6,1.267
JCJEscarraEscarraC,NYY,2,5,0,1,0,0,0,0,0,0.0,0,0,0.2,0.2,0.2,0.4
ThairoTEstradaEstradaB,COL,469,1580,216,397,70,6,48,195,78,342.0,52,15,0.251,.300,0.394,.694
MatthewMEtzelEtzelLF,TB,4,6,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
AJAEwingEwingDH,NYM,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
JudJFabianFabianX,BAL,2,2,2,1,0,0,0,0,2,1.0,0,1,0.5,0.75,0.5,1.25
StuartSFairchildFairchildCF,CIN,249,540,84,121,29,3,18,66,51,166.0,23,6,0.224,.308,0.389,.697
WillyWFanasFanasRF,NYM,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
KyleKFarmerFarmerB,COL,707,1895,221,474,88,7,55,254,117,421.0,16,16,0.25,.310,0.391,.701
TrentTFarquharFarquharB,PHI,1,1,0,1,1,0,0,0,0,0.0,0,0,1.0,1.0,2.0,3.0
MaxMFergusonFergusonLF,BOS,2,3,0,1,0,0,0,2,0,2.0,0,0,0.333,0.333,0.333,0.666
FreddyFFerminFerminC,KC,184,563,67,153,24,1,15,68,36,119.0,2,1,0.272,.316,0.398,.714
JosJFermnFermnB,STL,66,122,9,23,2,1,0,8,13,19.0,2,2,0.189,.283,0.221,.504
YanquielYFernandezFernandezDH,COL,5,11,4,5,2,0,0,2,2,2.0,0,0,0.455,0.538,0.636,1.174
YeinerYFernandezFernandezB,LAD,1,2,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
PascanelPFerrerasFerrerasB,HOU,2,3,0,0,0,0,0,1,0,2.0,0,0,0.0,0.0,0.0,0.0
RyanRFitzgeraldFitzgeraldSS,MIN,3,2,1,0,0,0,0,0,1,0.0,0,0,0.0,0.5,0.0,0.5
JuanJFloresFloresC,LAA,2,4,0,1,0,0,0,0,1,1.0,0,0,0.25,0.4,0.25,0.65
RafaelRFloresFloresX,NYY,3,4,0,1,0,0,0,0,0,0.0,0,0,0.25,0.25,0.25,0.5
WilmerWFloresFloresB,SF,1212,3862,474,1006,203,5,153,532,294,583.0,5,3,0.26,.317,0.434,.751
ColeCFontenelleFontenelleB,LAA,2,4,1,1,0,1,0,0,0,1.0,0,0,0.25,0.25,0.75,1.0
HarryHFordFordC,SEA,3,6,2,3,0,0,0,3,0,0.0,1,0,0.5,0.571,0.5,1.071
MikeMFordFordB,MIN,252,687,84,141,22,1,37,89,78,203.0,0,0,0.205,.298,0.402,.700
NickNFortesFortesC,MIA,304,850,108,189,32,1,23,86,49,153.0,10,6,0.222,.275,0.344,.619
JustinJFoscueFoscueDH,TEX,4,8,2,2,2,0,0,2,1,3.0,0,0,0.25,0.333,0.5,0.833
ColeCFosterFosterB,SF,1,2,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
RioRFosterFosterLF,LAA,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
JakeJFraleyFraleyRF,CIN,392,1182,151,294,56,3,41,156,137,291.0,57,14,0.249,.333,0.405,.738
ChristianCFranklinFranklinCF,CHC,5,8,2,1,0,0,0,1,1,1.0,1,0,0.125,0.222,0.125,0.347
AdamAFrazierFrazierB,PIT,1066,3425,468,903,180,28,60,339,282,515.0,55,32,0.264,.327,0.385,.712
AlexAFreelandFreelandX,LAD,2,2,1,1,0,0,0,0,0,1.0,0,0,0.5,0.75,0.5,1.25
CodyCFreemanFreemanB,TEX,4,6,1,2,1,0,0,0,0,0.0,0,0,0.333,0.333,0.5,0.833
TylerTFreemanFreemanB,CLE,2,3,2,2,1,0,0,3,1,0.0,0,0,0.667,0.75,1.0,1.75
SalSFrelickFrelickLF,MIL,2,5,1,1,1,0,0,2,0,0.0,0,0,0.2,0.2,0.4,0.6
DayanDFriasFriasB,CLE,2,2,0,0,0,0,0,0,0,1.0,1,0,0.0,0.0,0.0,0.0
TJTFriedlFriedlCF,CIN,309,1041,150,266,38,14,40,148,97,184.0,43,9,0.256,.332,0.434,.766
BraxtonBFulfordFulfordC,COL,3,4,0,1,1,0,0,0,0,1.0,0,0,0.25,0.25,0.5,0.75
ColeLGabrielsonGabrielsonLF,NYY,3,3,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
JoeyJGalloGalloB,CWS,939,2869,463,557,107,10,208,453,497,1292.0,33,10,0.194,.319,0.456,.775
BenBGamelGamelRF,HOU,723,2046,283,516,112,15,41,204,243,571.0,22,15,0.252,.334,0.382,.716
AramisAGarciaGarciaC,AZ,119,308,27,65,5,0,10,25,10,117.0,0,1,0.211,.248,0.325,.573
EduardoEGarciaGarciaSS,MIL,2,2,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
JhostynxonJGarciaGarciaCF,BOS,3,4,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
MaikelMGarciaGarciaB,KC,289,1061,144,266,48,9,11,110,81,223.0,60,9,0.251,.301,0.344,.645
DavidDGarcaGarcaC,MIL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
AdolisAGarcaGarcaRF,TEX,631,2344,344,560,117,7,122,384,183,740.0,61,17,0.239,.298,0.451,.749
LuisLGarcaJrGarcaB,WSH,465,1677,195,453,90,9,42,203,81,302.0,35,16,0.27,.302,0.41,.712
StoneSGarrettGarrettLF,WSH,2,4,0,0,0,0,0,1,0,2.0,0,0,0.0,0.0,0.0,0.0
AustinAGauthierGauthierB,LAD,5,9,0,0,0,0,0,0,3,5.0,0,0,0.0,0.25,0.0,0.25
ZackZGelofGelofDH,ATH,2,6,0,0,0,0,0,0,0,5.0,0,0,0.0,0.0,0.0,0.0
AngelAGenaoGenaoSS,CLE,2,4,1,2,0,0,0,1,1,1.0,0,0,0.5,0.6,0.5,1.1
RicardoRGenovsGenovsX,TB,3,7,1,1,0,0,0,0,0,2.0,0,0,0.143,0.143,0.143,0.286
AndrsAGimenezGimnezB,TOR,568,1937,251,505,88,11,49,222,110,403.0,99,15,0.261,.322,0.393,.715
PaulPGoldschmidtGoldschmidtB,NYY,1928,7119,1204,2056,446,23,362,1187,1050,1879.0,169,35,0.289,.381,0.51,.891
KenniKGomezGomezCF,HOU,2,2,0,1,0,0,0,0,1,0.0,1,0,0.5,0.667,0.5,1.167
NickNGonzalesGonzalesB,PIT,129,474,54,121,27,4,9,62,24,110.0,5,4,0.255,.300,0.386,.686
CristianCGonzalezGonzalezB,HOU,1,1,0,0,0,0,0,0,1,0.0,0,0,0.0,0.5,0.0,0.5
DomingoDGonzalezGonzalezP,ATL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
JacobJGonzalezGonzalezB,CWS,2,2,1,1,1,0,0,1,0,0.0,0,0,0.5,0.333,1.0,1.333
OscarOGonzalezGonzalezRF,SD,4,11,2,5,2,0,0,2,0,1.0,0,0,0.455,0.455,0.636,1.091
HunterHGoodmanGoodmanC,COL,93,281,30,54,13,3,14,53,13,88.0,2,1,0.192,.233,0.409,.642
NikoNGoodrumGoodrumB,SD,415,1404,175,314,76,11,42,152,141,489.0,47,14,0.224,.297,0.383,.680
NickNGordonGordonCF,BAL,2,4,1,0,0,0,0,0,1,0.0,0,0,0.0,0.2,0.0,0.2
NolanNGormanGormanB,STL,315,1054,145,234,45,0,60,161,115,402.0,14,3,0.222,.301,0.435,.736
JaceJGradyGradyRF,ATL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
KevinKGrahamGrahamLF,AZ,1,2,1,1,1,0,0,0,0,0.0,0,0,0.5,0.5,1.0,1.5
TristanTGrayGrayB,CWS,17,33,1,5,1,0,1,1,3,16.0,0,0,0.152,.222,0.273,.495
RandalRGrichukGrichukLF,AZ,3,7,0,1,0,0,0,0,1,3.0,0,0,0.143,0.25,0.143,0.393
KonnorKGriffinGriffinCF,PIT,1,1,1,1,0,0,0,1,0,0.0,0,0,1.0,1.0,1.0,2.0
VaughnVGrissomGrissomB,BOS,95,321,39,82,12,1,5,33,20,73.0,7,3,0.255,.309,0.346,.655
GinoGGrooverGrooverB,AZ,4,3,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
JordanJGroshansGroshansB,KC,17,61,9,16,0,0,1,2,4,13.0,0,0,0.262,.308,0.311,.619
VladimirVGuerreroJrGuerreroB,TOR,819,3145,475,905,177,6,160,507,349,551.0,20,10,0.288,.363,0.5,.863
GarretGGuillemetteGuillemetteB,HOU,1,1,1,1,1,0,0,0,0,0.0,0,0,1.0,1.0,2.0,3.0
LuisLGuillormeGuillormeSS,HOU,2,3,0,2,0,0,0,2,0,0.0,0,0,0.667,0.5,0.667,1.167
LourdesLGurrielJrGurrielLF,AZ,746,2788,361,778,158,9,110,411,168,582.0,26,15,0.279,.324,0.461,.785
YuliYGurrielGurrielB,SD,927,3398,439,952,225,8,98,468,223,429.0,28,9,0.28,.326,0.438,.764
AbrahanAGutierrezGutierrezC,PIT,1,1,1,1,0,0,0,1,0,0.0,0,0,1.0,1.0,1.0,2.0
DenzerDGuzmanGuzmanSS,LAA,2,3,1,1,0,1,0,0,1,1.0,0,0,0.333,0.5,1.0,1.5
EricEHaaseHaaseC,MIL,353,1063,123,242,38,3,46,151,72,345.0,6,1,0.228,.277,0.399,.676
AdamAHackenbergHackenbergX,CWS,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
SamSHaggertyHaggertyLF,TEX,202,422,67,98,19,2,9,40,44,121.0,33,3,0.232,.312,0.351,.663
AdamAHallHallX,MIL,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
DarickDHallHallB,PIT,60,190,21,43,9,1,10,19,7,62.0,0,0,0.226,.258,0.442,.700
PeteyPHalpinHalpinCF,CLE,3,5,0,1,0,0,0,0,0,2.0,0,0,0.2,0.2,0.2,0.4
DavidDHamiltonHamiltonSS,BOS,113,327,49,77,19,1,8,28,28,90.0,35,5,0.235,.298,0.373,.671
QuincyQHamiltonHamiltonLF,HOU,3,8,1,2,0,0,0,0,1,1.0,0,0,0.25,0.333,0.25,0.583
GarrettGHampsonHampsonB,AZ,3,7,3,2,0,0,0,0,1,2.0,1,0,0.286,0.375,0.286,0.661
MaverickMHandleyHandleyC,BAL,2,4,0,2,1,0,0,1,1,0.0,0,0,0.5,0.6,0.75,1.35
IanIHappHappLF,CHC,989,3276,480,812,185,16,150,478,453,1024.0,64,22,0.248,.343,0.451,.794
TylerTHardmanHardmanB,NYY,2,1,0,0,0,0,0,0,2,1.0,0,0,0.0,0.667,0.0,0.667
BrettBHarrisHarrisB,ATH,36,103,15,15,3,0,3,12,17,25.0,0,3,0.146,.276,0.262,.538
DakotaDHarrisHarrisB,STL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
DustinDHarrisHarrisLF,TEX,3,7,0,1,1,0,0,1,0,2.0,0,0,0.143,0.125,0.286,0.411
MichaelMHarrisIIHarrisCF,ATL,362,1359,209,387,74,9,53,169,69,302.0,50,12,0.285,.325,0.469,.794
KeBryanKHayesHayesB,PIT,476,1811,224,467,91,14,37,176,139,408.0,51,14,0.258,.313,0.385,.698
KyleKHayesHayesX,KC,3,5,0,1,1,0,0,1,0,3.0,0,0,0.2,0.2,0.4,0.6
AustinAHedgesHedgesC,CLE,753,2129,199,397,63,2,69,238,142,651.0,15,3,0.186,.243,0.315,.558
JonahJHeimHeimC,TEX,484,1625,184,371,73,2,57,239,125,334.0,8,2,0.228,.285,0.381,.666
TylerTHeinemanHeinemanC,TOR,112,260,27,55,11,1,1,15,23,41.0,3,0,0.212,.298,0.273,.571
MichaelMHelmanHelmanRF,STL,4,5,1,0,0,0,0,0,0,3.0,0,0,0.0,0.167,0.0,0.167
GunnarGHendersonHendersonSS,BAL,343,1306,230,350,67,17,69,192,150,352.0,32,8,0.268,.346,0.504,.850
PaytonPHenryHenryC,PHI,20,43,2,8,1,0,0,4,6,13.0,0,0,0.186,.314,0.209,.523
DarellDHernaizHernaizSS,ATH,3,6,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
DiegoDHernandezHernandezCF,KC,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
HeribertoHHernandezHernandezLF,MIA,2,4,1,2,1,0,0,4,1,1.0,0,0,0.5,0.6,0.75,1.35
OmarOHernandezHernandezC,KC,1,2,0,1,0,0,0,2,1,0.0,2,0,0.5,0.667,0.5,1.167
