Player,Team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
EnriqueKHernndezHernndezB,LAD,1183,3487,485,830,192,15,120,435,340,772.0,17,6,0.238,.308,0.405,.713
RonaldoRHernndezHernndezX,NYY,2,4,0,1,0,0,0,0,0,1.0,0,0,0.25,0.25,0.25,0.5
TeoscarTHernndezHernndezRF,LAD,3,7,3,3,1,0,0,0,1,0.0,0,0,0.429,0.5,0.571,1.071
YonnyYHernndezHernndezB,NYM,4,4,0,2,0,0,0,1,2,0.0,0,0,0.5,0.667,0.5,1.167
IvnIHerreraHerreraC,STL,96,284,43,82,14,1,5,32,32,72.0,5,0,0.289,.365,0.398,.763
JoseJHerreraHerreraC,AZ,132,309,35,64,11,1,1,25,31,91.0,1,0,0.207,.278,0.259,.537
JimmyJHerronHerronLF,MIL,3,6,1,2,0,0,0,0,0,2.0,0,0,0.333,0.333,0.333,0.666
JasonJHeywardHeywardLF,SD,2,2,1,0,0,0,0,0,2,2.0,0,0,0.0,0.5,0.0,0.5
NathanNHickeyHickeyB,BOS,3,4,1,1,0,0,0,0,0,1.0,0,0,0.25,0.25,0.25,0.5
BrewerBHicklenHicklenRF,MIL,9,9,1,0,0,0,0,0,0,8.0,1,0,0.0,.000,0.0,.000
LiamLHicksHicksC,MIA,1,2,0,1,0,0,0,0,0,0.0,0,0,0.5,0.5,0.5,1.0
KyleKHigashiokaHigashiokaC,TEX,398,1104,123,234,48,1,57,166,66,318.0,2,1,0.212,.255,0.412,.667
PJPHigginsHigginsB,CIN,1,1,0,1,0,0,0,2,0,0.0,0,0,1.0,1.0,1.0,2.0
GJGHillHillB,COL,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
SamSHilliardHilliardCF,COL,3,9,1,1,0,0,0,0,0,5.0,0,0,0.111,0.111,0.111,0.222
ReceRHindsHindsRF,CIN,24,46,9,12,4,1,5,11,4,16.0,2,0,0.261,.333,0.717,1.050
KestonKHiuraHiuraB,COL,294,965,132,227,44,4,50,133,78,390.0,20,8,0.235,.313,0.445,.758
CalebCHobsonHobsonCF,COL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
KodyKHoeseHoeseB,LAD,6,11,1,3,2,0,0,5,0,3.0,0,0,0.273,0.273,0.455,0.728
WillWHollandHollandSS,MIN,40,143,13,27,1,2,0,16,9,28.0,4,--,0.189,.247,0.224,.471
JacksonJHollidayHollidayB,BAL,60,190,28,36,4,2,5,23,15,69.0,4,0,0.189,.255,0.311,.566
JakeJHoltonHoltonB,DET,1,1,1,0,0,0,0,0,1,1.0,0,0,0.0,0.667,0.0,0.667
BradyBHouseHouseB,WSH,2,4,2,1,0,0,0,1,2,0.0,0,0,0.25,0.5,0.25,0.75
CarterCHowellHowellRF,SF,2,2,1,1,0,0,0,1,0,0.0,0,0,0.5,0.5,0.5,1.0
KodyKHuffHuffC,CLE,2,1,2,0,0,0,0,0,2,0.0,0,0,0.0,0.667,0.0,0.667
CooperCHummelHummelB,HOU,2,5,2,1,0,0,0,0,0,1.0,0,0,0.2,0.333,0.2,0.533
BlakeBHuntHuntC,SEA,2,3,0,2,1,0,0,1,0,0.0,0,0,0.667,0.667,1.0,1.667
JackJHurleyHurleyCF,AZ,1,1,0,1,0,0,0,2,1,0.0,0,0,1.0,1.0,1.0,2.0
JacobJHurtubiseHurtubiseLF,CIN,29,54,7,10,1,1,0,4,6,18.0,2,0,0.185,.297,0.241,.538
AndyAIbezIbezB,DET,329,952,116,244,51,5,24,107,63,188.0,6,3,0.256,.305,0.396,.701
RyanRIgnoffoIgnoffoX,MIA,1,2,0,1,0,0,0,1,0,0.0,0,0,0.5,0.5,0.5,1.0
JonathanJIndiaIndiaLF,KC,3,7,2,3,0,0,0,0,1,1.0,0,0,0.429,0.6,0.429,1.029
CooperJIngleIngleX,CLE,2,2,0,2,0,0,0,3,2,0.0,0,0,1.0,1.0,1.0,2.0
XavierXIsaacIsaacDH,TB,1,1,0,0,0,0,0,0,1,1.0,0,0,0.0,0.5,0.0,0.5
KyleKIsbelIsbelCF,KC,361,1008,155,233,50,16,19,111,67,245.0,29,9,0.231,.283,0.369,.652
AlexAJacksonJacksonC,NYY,124,302,30,40,12,0,6,24,26,142.0,1,0,0.132,.224,0.232,.456
JeremiahJJacksonJacksonB,BAL,2,2,1,1,0,0,0,1,1,0.0,0,0,0.5,0.667,0.5,1.167
TravisTJankowskiJankowskiRF,CHC,681,1507,212,355,52,10,11,96,173,361.0,102,25,0.236,.319,0.305,.624
ChaseCJaworskyJaworskyB,HOU,1,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0
RyanRJeffersJeffersC,MIN,396,1232,160,284,57,4,59,176,115,376.0,6,3,0.231,.310,0.427,.737
CarlosCJimenezJimenezRF,SEA,2,5,0,2,1,0,0,2,0,0.0,0,0,0.4,0.4,0.6,1.0
LeoLJimnezJimenezSS,TOR,63,179,18,41,11,0,4,19,12,59.0,0,0,0.229,.329,0.358,.687
EloyEJimnezJimnezDH,TB,534,1966,233,528,91,2,95,298,138,482.0,3,0,0.269,.318,0.462,.780
ConnorCJoeJoeB,SD,438,1375,192,333,82,9,35,141,176,344.0,11,9,0.242,.337,0.391,.728
BryceBJohnsonJohnsonLF,PIT,2,3,0,2,0,0,0,1,1,0.0,0,0,0.667,0.75,0.667,1.417
CooperCJohnsonJohnsonC,TEX,2,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
TermarrTJohnsonJohnsonX,PIT,2,4,0,1,0,0,0,1,0,2.0,0,0,0.25,0.25,0.25,0.5
IvanIJohnsonJohnsonLF,CIN,3,3,0,0,0,0,0,0,0,2.0,0,0,0.0,0.25,0.0,0.25
TroyTJohnstonJohnstonRF,MIA,2,3,1,2,0,0,0,0,1,0.0,0,0,0.667,0.75,0.667,1.417
BrendanBJonesJonesCF,NYY,3,4,0,1,0,0,0,1,2,2.0,1,0,0.25,0.5,0.25,0.75
GregGJonesJonesCF,COL,3,4,2,0,0,0,0,0,2,4.0,1,0,0.0,0.333,0.0,0.333
JahmaiJJonesJonesLF,DET,3,6,1,2,1,0,0,1,1,3.0,0,0,0.333,0.429,0.5,0.929
NolanNJonesJonesLF,COL,213,709,98,188,40,5,25,103,97,248.0,25,8,0.265,.355,0.441,.796
BlazeBJordanJordanX,BOS,1,1,0,0,0,0,0,0,1,0.0,0,0,0.0,0.5,0.0,0.5
DakotaDJordanJordanCF,SF,2,3,1,1,1,0,0,0,0,0.0,0,0,0.333,0.333,0.667,1.0
LeviLJordanJordanX,CIN,2,2,1,2,0,0,0,0,0,0.0,0,0,1.0,1.0,1.0,2.0
EdouardEJulienJulienB,MIN,203,604,96,142,25,1,24,58,97,230.0,9,0,0.235,.343,0.399,.742
JaceJJungJungB,DET,34,79,14,19,5,0,0,3,15,29.0,0,1,0.241,.362,0.304,.666
JoshJJungJungB,TEX,194,754,103,194,34,3,35,100,42,238.0,7,3,0.257,.301,0.45,.751
EvanJJusticeJusticeP,COL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
ConnorCKaiserKaiserB,AZ,3,5,0,0,0,0,0,1,0,2.0,0,0,0.0,0.0,0.0,0.0
BraedonBKarpathiosKarpathiosLF,SD,1,2,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
KyleKKarrosKarrosB,COL,5,10,3,4,1,0,0,2,2,4.0,0,0,0.4,0.5,0.5,1.0
JoshJKasevichKasevichSS,TOR,2,3,1,1,0,0,0,2,1,0.0,0,0,0.333,0.5,0.333,0.833
KobeKKatoKatoB,ATL,1,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,1.0
NikoNKavadasKavadasX,LAA,4,10,1,2,1,0,0,0,0,5.0,0,0,0.2,0.2,0.3,0.5
LukeLKeaschallKeaschallX,MIN,3,3,0,1,0,0,0,2,2,0.0,1,0,0.333,0.6,0.333,0.933
DominicDKeeganKeeganX,TB,1,2,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
DaShawnDKeirseyJrKeirseyRF,MIN,3,4,0,2,0,0,0,2,2,0.0,1,0,0.5,0.667,0.5,1.167
ColtCKeithKeithB,DET,148,516,54,134,15,4,13,61,36,110.0,7,1,0.26,.309,0.38,.689
DamonDKeithKeithLF,LAD,1,2,0,1,0,0,0,0,0,1.0,0,0,0.5,0.5,0.5,1.0
JarredJKelenicKelenicRF,ATL,2,6,0,1,1,0,0,0,0,2.0,0,0,0.167,0.167,0.333,0.5
OttoOKempKempB,PHI,3,6,1,3,1,0,0,1,1,1.0,0,0,0.5,0.571,0.667,1.238
MaxMKeplerKeplerLF,PHI,1,2,1,1,0,0,0,2,1,1.0,0,0,0.5,0.667,0.5,1.167
GraeGKessingerKessingerSS,AZ,3,5,1,1,0,0,0,0,0,3.0,0,0,0.2,0.2,0.2,0.4
CarterCKieboomKieboomX,LAA,3,3,0,1,0,0,0,0,2,1.0,0,0,0.333,0.6,0.333,0.933
KevinKKilpatrickJrKilpatrickCF,ATL,2,4,1,1,0,0,0,0,0,2.0,0,0,0.25,0.25,0.25,0.5
HyeseongHKimKimSS,LAD,4,9,0,1,0,0,0,0,2,4.0,0,0,0.111,0.273,0.111,0.384
IsiahIKinerFalefaKinerFalefaSS,PIT,2,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
ScottSKingeryKingeryB,LAA,3,7,1,3,1,0,0,0,0,1.0,0,0,0.429,0.429,0.571,1.0
AlejandroAKirkKirkC,TOR,434,1371,139,362,64,1,36,187,160,180.0,0,0,0.264,.344,0.391,.735
BillBKnightKnightLF,SEA,2,5,1,1,0,0,0,0,0,1.0,0,0,0.2,0.2,0.2,0.4
AndrewAKniznerKniznerC,WSH,293,804,89,169,32,0,18,85,63,204.0,4,1,0.21,.279,0.317,.596
MarkMKolozsvaryKolozsvaryC,BOS,11,20,3,4,2,0,1,3,1,9.0,0,0,0.2,.238,0.45,.688
MattMKoperniakKoperniakLF,STL,3,6,2,3,0,0,0,1,1,1.0,1,0,0.5,0.571,0.5,1.071
RyanRKreidlerKreidlerB,DET,2,3,1,1,1,0,0,0,1,1.0,0,0,0.333,0.5,0.667,1.167
MattMKroonKroonCF,PHI,2,5,0,0,0,0,0,0,0,4.0,0,0,0.0,0.0,0.0,0.0
NickNKurtzKurtzB,ATH,4,6,1,2,0,0,0,2,2,1.0,0,0,0.333,0.5,0.333,0.833
JakeJLambLambB,SF,724,2309,335,543,112,22,96,342,295,689.0,18,12,0.235,.326,0.427,.753
SheaSLangeliersLangeliersC,ATH,312,1072,124,231,47,7,57,165,84,341.0,7,4,0.215,.276,0.432,.708
RafaelRLantiguaLantiguaB,PHI,3,5,0,1,0,0,0,1,1,2.0,0,0,0.2,0.333,0.2,0.533
LuisLLaraLaraCF,MIL,3,6,1,2,0,0,0,2,1,1.0,0,0,0.333,0.375,0.333,0.708
TrevorTLarnachLarnachDH,MIN,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
RamnRLaureanoLaureanoLF,BAL,2,4,0,1,0,0,0,1,0,0.0,0,0,0.25,0.25,0.25,0.5
BryanBLavastidaLavastidaC,HOU,6,12,0,1,0,0,0,0,3,4.0,0,0,0.083,.267,0.083,.350
DarioDLaverdeLaverdeC,LAA,1,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,1.0
JordanJLawlarLawlarSS,AZ,14,31,2,4,0,0,0,0,2,11.0,1,1,0.129,.206,0.129,.335
CharlesCLeblancLeblancB,ATL,59,177,24,45,10,0,6,17,19,62.0,4,2,0.254,.330,0.412,.742
BrooksBLeeLeeB,MIN,2,5,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
HaoYuHLeeLeeB,DET,2,5,0,0,0,0,0,0,1,2.0,0,0,0.0,0.167,0.0,0.167
KoreyKLeeLeeC,CWS,161,467,41,88,17,1,13,44,23,151.0,6,3,0.188,.227,0.313,.540
PatrickPLeeLeeCF,DET,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
EddysELeonardLeonardB,DET,2,5,0,1,0,0,0,0,0,0.0,0,0,0.2,0.2,0.2,0.4
RoyceRLewisLewisB,MIN,152,549,81,147,27,0,33,104,49,134.0,6,1,0.268,.327,0.497,.824
PedroPLenLenCF,HOU,1,3,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
AhbramALiendoLiendoSS,BOS,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
DaylenDLileLileLF,WSH,3,4,1,1,0,0,0,1,1,0.0,0,0,0.25,0.4,0.25,0.65
LyleLLinLinC,ATH,2,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
FranciscoFLindorLindorSS,NYM,1375,5442,894,1492,304,26,248,770,523,989.0,185,45,0.274,.342,0.476,.818
AndreALipciusLipciusB,CWS,13,35,3,10,1,0,1,4,3,8.0,0,0,0.286,.342,0.4,.742
TreyTLipscombLipscombB,WSH,61,190,20,38,3,0,1,10,16,40.0,11,2,0.2,.268,0.232,.500
ThayronTLiranzoLiranzoX,DET,2,4,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
TylerTLocklearLocklearB,SEA,16,45,3,7,1,0,2,3,3,20.0,1,0,0.156,.224,0.311,.535
BrandonBLockridgeLockridgeCF,SD,2,4,1,1,0,0,0,0,1,0.0,0,1,0.25,0.4,0.25,0.65
GriffinGLockwoodPowellLockwoodPowellX,LAD,6,10,1,2,1,0,0,1,1,5.0,0,0,0.2,0.273,0.3,0.573
NickNLoftinLoftinB,KC,76,210,25,48,9,1,1,24,23,36.0,3,0,0.229,.307,0.295,.602
CalebCLomavitaLomavitaC,WSH,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
GeorgeGLombardJrLombardB,NYY,3,5,1,1,0,0,0,0,1,1.0,0,1,0.2,0.333,0.2,0.533
JonathonJLongLongB,CHC,5,11,1,1,0,0,0,3,1,2.0,0,0,0.091,0.167,0.091,0.258
JoeyJLoperfidoLoperfidoCF,TOR,2,2,0,1,1,0,0,0,0,0.0,0,0,0.5,0.5,1.0,1.5
AlejoALopezLopezB,ATH,76,170,19,45,6,1,1,11,9,27.0,3,1,0.265,.309,0.329,.638
NickyNLopezLopezSS,CHC,3,8,1,3,0,0,0,0,2,1.0,0,0,0.375,0.5,0.375,0.875
OttoOLopezLopezB,MIA,126,413,49,115,23,1,6,42,26,77.0,20,5,0.278,.321,0.383,.704
NickNLorussoLorussoB,NYM,2,2,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
BrandonBLoweLoweB,TB,611,2150,336,527,107,12,126,363,244,668.0,30,3,0.245,.330,0.482,.812
NathanielNLoweLoweB,WSH,686,2478,334,673,114,10,89,329,314,677.0,14,2,0.272,.356,0.433,.789
JoshJLoweLoweRF,TB,295,1001,132,262,64,6,32,130,79,313.0,61,4,0.262,.316,0.434,.750
NickNLuckyLuckyB,MIN,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
MatthewMLugoLugoLF,LAA,3,9,0,4,0,0,0,1,0,3.0,0,0,0.444,0.444,0.444,0.888
WilliamWLugoLugoB,NYM,3,4,0,0,0,0,0,0,1,1.0,0,0,0.0,0.2,0.0,0.2
NathanNLukesLukesRF,TOR,2,3,0,0,0,0,0,0,1,1.0,0,0,0.0,0.25,0.0,0.25
GavinGLuxLuxB,CIN,412,1333,194,336,62,14,28,155,145,331.0,19,5,0.252,.326,0.383,.709
JackJLpezLpezX,SEA,2,3,2,1,1,0,0,2,0,0.0,0,0,0.333,0.333,0.667,1.0
WillieWMacIverMacIverC,ATH,1,1,0,0,0,0,0,0,1,0.0,0,0,0.0,0.5,0.0,0.5
DixonDMachadoMachadoSS,CHC,177,473,45,107,21,2,2,37,35,96.0,3,1,0.226,.285,0.292,.577
JoeJMackMackX,MIA,2,4,2,3,1,0,0,1,1,0.0,0,0,0.75,0.8,1.0,1.8
NickNMadrigalMadrigalSS,NYM,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
BlighBMadrisMadrisRF,DET,2,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
MartnMMaldonadoMaldonadoC,SD,1167,3449,358,701,132,4,115,372,296,1050.0,3,5,0.203,.278,0.344,.622
JustynHenryJMalloyMalloyB,DET,3,6,1,2,1,0,0,0,0,0.0,0,0,0.333,0.333,0.5,0.833
TreyTManciniManciniB,AZ,831,3051,407,801,156,11,129,400,265,795.0,2,1,0.263,.328,0.448,.776
JakeJMangumMangumCF,TB,2,3,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
RafaelRMarchnMarchnC,PHI,40,111,18,31,5,1,5,13,8,20.0,0,0,0.279,.333,0.477,.810
JakeJMarisnickMarisnickLF,ATL,2,4,0,1,0,0,0,1,1,1.0,1,0,0.25,0.4,0.25,0.65
CadeCMarloweMarloweLF,SEA,42,96,15,23,3,2,3,11,13,34.0,4,2,0.24,.330,0.406,.736
BrandonBMarshMarshCF,PHI,2,4,0,0,0,0,0,0,1,0.0,0,0,0.0,0.2,0.0,0.2
KetelKMarteMarteB,AZ,1104,4054,601,1137,242,43,143,515,407,726.0,61,17,0.28,.348,0.467,.815
NoelviNMarteMarteB,CIN,101,343,39,84,16,0,7,33,17,100.0,15,5,0.245,.288,0.353,.641
AustinAMartinMartinLF,MIN,2,3,2,1,0,0,0,0,2,1.0,1,0,0.333,0.6,0.333,0.933
OmarOMartinezMartinezC,NYY,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
NickNMartiniMartiniB,COL,193,500,71,126,21,7,13,70,55,125.0,1,4,0.252,.336,0.4,.736
NathanNMartorellaMartorellaB,MIA,2,4,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
AngelAMartnezMartnezB,CLE,2,4,0,0,0,0,0,0,1,1.0,0,0,0.0,0.2,0.0,0.2
MichaelMMasseyMasseyB,KC,281,933,103,226,44,4,33,117,48,201.0,10,2,0.242,.287,0.404,.691
MilesMMastrobuoniMastrobuoniB,SEA,2,3,1,1,0,1,0,0,1,0.0,0,0,0.333,0.5,1.0,1.5
JuanJMatheusMatheusB,NYY,1,1,0,1,0,0,0,0,0,0.0,0,0,1.0,1.0,1.0,2.0
NickNMatonMatonB,CWS,3,5,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
LuisLMatosMatosRF,SF,508,1605,212,410,84,9,30,140,108,297.0,72,24,0.255,.312,0.375,.687
BriceBMatthewsMatthewsB,HOU,2,4,1,1,1,0,0,1,1,1.0,0,0,0.25,0.4,0.5,0.9
MarceloMMayerMayerB,BOS,3,8,0,2,0,0,0,1,1,2.0,0,0,0.25,0.333,0.25,0.583
CobyCMayoMayoB,BAL,17,41,4,4,0,0,0,0,4,22.0,0,0,0.098,.196,0.098,.294
CharlesCMcAdooMcAdooB,TOR,2,4,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
DavidDMcCabeMcCabeB,ATL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
KyleKMcCannMcCannX,ATH,2,1,0,0,0,0,0,0,1,1.0,0,0,0.0,0.5,0.0,0.5
JakeJMcCarthyMcCarthyRF,AZ,3,9,1,1,1,0,0,0,0,3.0,0,0,0.111,0.111,0.222,0.333
RyanRMcCartyMcCartyB,TOR,1,3,1,2,0,0,0,0,0,1.0,0,0,0.667,0.667,0.667,1.334
ChasCMcCormickMcCormickLF,HOU,436,1288,185,322,47,5,55,191,128,399.0,35,13,0.25,.324,0.422,.746
MasonMMcCoyMcCoyB,SD,4,4,0,0,0,0,0,0,2,1.0,0,0,0.0,0.333,0.0,0.333
CarsonCMcCuskerMcCuskerLF,MIN,2,1,1,0,0,0,0,0,1,1.0,0,0,0.0,0.5,0.0,0.5
TylerTMcDonoughMcDonoughLF,BOS,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0
HaydnHMcGearyMcGearyX,CHC,2,2,0,1,1,0,0,1,0,1.0,0,0,0.5,0.5,1.0,1.5
ReeseRMcGuireMcGuireC,CHC,355,942,93,237,54,2,16,82,60,230.0,7,1,0.252,.300,0.364,.664
PaulPMcIntoshMcIntoshX,PHI,3,4,1,0,0,0,0,0,1,1.0,0,0,0.0,0.2,0.0,0.2
ZachZMcKinstryMcKinstryB,DET,2,4,1,1,0,0,0,0,0,0.0,0,0,0.25,0.25,0.25,0.5
MattMMcLainMcLainB,CIN,2,5,1,1,0,0,0,1,0,2.0,0,0,0.2,0.2,0.2,0.4
SeanSMcLainMcLainSS,LAD,4,6,2,1,1,0,0,0,2,2.0,0,0,0.167,0.375,0.333,0.708
RyanRMcMahonMcMahonB,COL,910,3031,407,736,152,10,124,417,353,983.0,28,18,0.243,.324,0.422,.746
JeffJMcNeilMcNeilB,NYM,801,2846,390,823,172,13,68,313,212,375.0,34,10,0.289,.353,0.43,.783
CurtisCMeadMeadB,TB,62,205,22,50,6,1,2,12,13,51.0,2,0,0.244,.300,0.312,.612
ParkerPMeadowsMeadowsCF,DET,119,395,58,95,16,8,12,41,42,113.0,17,5,0.241,.317,0.413,.730
WadeWMecklerMecklerLF,SF,4,5,0,1,0,0,0,1,2,1.0,0,0,0.2,0.429,0.2,0.629
ChaseCMeidrothMeidrothB,CWS,2,4,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
MJMMelendezMelendezLF,KC,412,1405,166,310,73,11,51,162,163,414.0,12,11,0.221,.303,0.397,.700
CarlosCMendozaMendozaB,DET,2,1,2,1,1,0,0,0,0,0.0,0,0,1.0,1.0,2.0,3.0
scarMercadoMercadoCF,PHI,1,2,0,1,0,0,0,0,0,0.0,0,0,0.5,0.5,0.5,1.0
JacksonJMerrillMerrillCF,SD,156,554,77,162,31,6,24,90,29,101.0,16,3,0.292,.326,0.5,.826
DavidDMershonMershonB,LAA,2,4,0,0,0,0,0,1,0,1.0,0,0,0.0,0.0,0.0,0.0
SkylerSMessingerMessingerB,COL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
JakeJMeyersMeyersCF,HOU,361,1066,128,243,50,6,30,137,78,309.0,21,6,0.228,.292,0.371,.663
LuisLMiesesMiesesLF,TEX,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
DrewDMillasMillasC,WSH,31,85,8,22,3,0,2,7,9,21.0,4,0,0.259,.330,0.365,.695
AidanAMillerMillerSS,PHI,3,5,0,0,0,0,0,0,2,1.0,0,0,0.0,0.286,0.0,0.286
DarrienDMillerMillerC,MIL,2,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.667,0.0,0.667
OwenOMillerMillerB,COL,294,933,101,223,52,1,15,99,58,216.0,17,2,0.239,.287,0.345,.632
CodyCMilliganMilliganLF,ATL,2,1,0,0,0,0,0,0,1,0.0,0,0,0.0,0.5,0.0,0.5
JoseJMirandaMirandaB,MIN,286,987,101,263,57,4,27,128,55,181.0,3,3,0.266,.315,0.414,.729
KameronKMisnerMisnerCF,TB,2,4,0,1,0,0,0,1,1,1.0,0,0,0.25,0.4,0.25,0.65
CalCMitchellMitchellX,CWS,3,5,0,2,0,0,0,0,0,2.0,1,0,0.4,0.4,0.4,0.8
GarrettGMitchellMitchellCF,MIL,116,322,52,85,17,4,13,37,38,125.0,20,5,0.264,.343,0.463,.806
AndruwAMonasterioMonasterioB,MIL,151,407,52,99,19,1,4,43,44,106.0,13,4,0.243,.322,0.324,.646
YonYMoncadaMoncadaB,LAA,747,2798,376,711,157,20,93,339,306,918.0,32,13,0.254,.331,0.424,.755
MickeyMMoniakMoniakRF,LAA,3,8,0,1,0,0,0,1,0,1.0,0,0,0.125,0.125,0.125,0.25
CocoCMontesMontesSS,TB,3,4,0,1,0,0,0,0,0,1.0,0,0,0.25,0.4,0.25,0.65
BennyBMontgomeryMontgomeryCF,COL,1,1,1,1,1,0,0,3,1,0.0,0,0,1.0,1.0,2.0,3.0
BradenBMontgomeryMontgomeryCF,CWS,2,2,0,1,0,0,0,0,1,1.0,0,0,0.5,0.667,0.5,1.167
ChristianCMooreMooreB,LAA,3,6,2,3,0,0,0,0,1,2.0,0,0,0.5,0.571,0.5,1.071
DylanDMooreMooreB,SEA,2,4,0,0,0,0,0,0,1,1.0,1,0,0.0,0.2,0.0,0.2
MalcolmMMooreMooreC,TEX,2,2,0,1,0,0,0,0,0,0.0,0,0,0.5,0.5,0.5,1.0
NickNMorabitoMorabitoLF,NYM,1,2,0,1,0,0,0,0,0,0.0,1,0,0.5,0.5,0.5,1.0
CobyCMoralesMoralesRF,NYY,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
JefersonJMoralesMoralesLF,MIN,1,2,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
YohandyYMoralesMoralesB,WSH,3,9,0,2,1,0,0,2,0,3.0,0,0,0.222,0.222,0.333,0.555
ChristopherCMorelMorelLF,TB,3,7,2,2,0,0,0,0,1,3.0,1,0,0.286,0.375,0.286,0.661
GabrielGMorenoMorenoC,AZ,233,715,82,200,38,2,13,102,74,135.0,9,3,0.28,.347,0.393,.740
TreTMorganMorganB,TB,2,3,0,1,0,0,0,0,0,1.0,0,0,0.333,0.333,0.333,0.666
CodyCMorissetteMorissetteB,MIA,1,2,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
DiegoDMosqueraMosqueraB,NYM,2,3,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
RyanRMountcastleMountcastleB,BAL,563,2111,269,559,107,5,91,328,159,566.0,14,6,0.265,.316,0.45,.766
CedricCMullinsMullinsCF,BAL,693,2432,346,614,121,20,86,278,219,538.0,125,32,0.252,.320,0.425,.745
MaxMMuncyMuncyX,ATH,3,4,0,0,0,0,0,0,1,1.0,0,0,0.0,0.333,0.0,0.333
IsmaelIMunguiaMunguiaLF,NYY,2,6,0,2,0,1,0,1,0,0.0,0,0,0.333,0.333,0.667,1.0
KaiKMurphyMurphyLF,SD,2,1,1,0,0,0,0,0,1,0.0,0,0,0.0,0.5,0.0,0.5
SeanSMurphyMurphyC,ATL,510,1702,233,397,96,3,77,240,202,456.0,1,0,0.233,.329,0.429,.758
AustinAMurrMurrLF,DET,1,1,0,1,1,0,0,1,0,0.0,0,0,1.0,1.0,2.0,3.0
BJBMurrayJrMurrayX,CHC,3,3,2,1,0,0,0,0,3,1.0,1,0,0.333,0.667,0.333,1.0
TannerTMurrayMurraySS,TB,4,4,0,0,0,0,0,0,0,2.0,0,0,0.0,0.2,0.0,0.2
DaneDMyersMyersCF,MIA,1,2,0,1,0,0,0,0,1,1.0,0,0,0.5,0.667,0.5,1.167
CarlosCNarvaezNarvaezC,BOS,6,13,0,3,0,0,0,0,2,6.0,0,0,0.231,.333,0.231,.564
OmarONarvezNarvezC,CWS,677,2016,228,507,83,2,53,203,240,435.0,0,2,0.251,.334,0.374,.708
AndrewANavigatoNavigatoB,DET,3,6,1,2,2,0,0,1,0,0.0,0,0,0.333,0.333,0.667,1.0
JoshJNaylorNaylorB,AZ,598,2047,253,537,117,1,84,343,173,374.0,25,7,0.262,.323,0.444,.767
BoBNaylorNaylorC,CLE,195,560,72,118,23,2,24,71,59,180.0,11,3,0.211,.288,0.388,.676
