Player,Team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
DazDCameronCameronLF,BAL,2,4,1,3,1,0,0,2,0,1,0,0,.750,.750,1.000,1.750
KristianKCampbellCampbellB,BOS,2,3,0,0,0,0,0,0,1,1,0,0,.000,.250,.000,.250
GustavoGCamperoCamperoRF,LAA,3,5,2,2,0,0,0,1,3,0,1,0,.400,.625,.400,1.025
RobertoRCamposCamposRF,DET,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
JeimerJCandelarioCandelarioB,CIN,2,5,0,1,0,0,0,0,0,2,0,0,.200,.200,.200,.400
HaydenHCantrelleCantrelleB,CHC,3,1,0,0,0,0,0,0,2,1,1,0,.000,.667,.000,.667
DominicDCanzoneCanzoneRF,SEA,3,6,3,2,1,0,0,1,1,0,0,0,.333,.429,.500,.929
ConnerCCapelCapelLF,ATL,3,6,1,3,1,0,0,3,1,0,0,0,.500,.571,.667,1.238
DylanDCarlsonCarlsonLF,BAL,2,2,1,0,0,0,0,1,1,0,0,0,.000,.250,.000,.250
JoshJCaronCaronX,SEA,3,2,0,0,0,0,0,0,1,0,0,0,.000,.333,.000,.333
KerryKCarpenterCarpenterRF,DET,1,3,0,3,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
JulioJCarrerasCarrerasSS,COL,3,3,1,1,0,0,0,1,2,1,0,0,.333,.600,.333,.933
DiegoDCartayaCartayaC,MIN,2,2,1,0,0,0,0,0,1,2,0,0,.000,.333,.000,.333
EvanECarterCarterCF,TEX,2,4,0,1,1,0,0,0,0,1,0,0,.250,.250,.500,.750
CurtCCasaliCasaliC,ATL,1,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
TristonTCasasCasasB,BOS,2,5,0,0,0,0,0,0,1,2,0,0,.000,.167,.000,.167
NickNCastellanosCastellanosRF,PHI,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
JacksonJCastilloCastilloCF,NYY,2,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
HaroldHCastroCastroB,KC,2,5,0,0,0,0,0,0,1,1,0,0,.000,.167,.000,.167
LuisLCastroCastroB,HOU,2,6,2,2,0,0,0,0,0,1,0,0,.333,.333,.333,.666
RodolfoRCastroCastroSS,PHI,2,4,1,0,0,0,0,0,1,1,0,0,.000,.200,.000,.200
WilliWCastroCastroB,MIN,2,5,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
SabinSCeballosCeballosB,SF,3,3,0,2,0,0,0,0,1,0,0,0,.667,.750,.667,1.417
GilbertoGCelestinoCelestinoLF,NYM,2,4,1,3,1,0,0,1,0,0,0,0,.750,.750,1.000,1.750
AllanACerdaCerdaX,MIN,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
ChristianCCerdaCerdaC,AZ,2,1,1,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
LoganLCernyCernyCF,HOU,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
RubelRCespedesCespedesB,MIN,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
MattMChapmanChapmanB,SF,1,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
ConnorCCharpingCharpingC,SEA,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
ParkerPChaversChaversCF,CHC,4,5,1,3,1,1,0,3,1,1,0,0,.600,.667,1.200,1.867
TsungCheTChengChengB,PIT,2,3,2,1,1,0,0,0,1,0,0,0,.333,.500,.667,1.167
JazzJChisholmJrChisholmB,NYY,2,4,0,1,0,0,0,0,1,1,0,0,.250,.400,.250,.650
JacksonJChourioChourioLF,MIL,3,7,2,3,0,0,0,0,1,0,1,0,.429,.500,.429,.929
JaisonJChourioChourioRF,CLE,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
JakobJChristianChristianB,SF,1,1,0,0,0,0,0,1,0,1,0,0,.000,.500,.000,.500
NathanNChurchChurchCF,STL,4,5,0,0,0,0,0,1,2,0,0,0,.000,.286,.000,.286
DenzelDClarkeClarkeCF,ATH,3,4,1,0,0,0,0,0,1,3,0,0,.000,.200,.000,.200
KodyKClemensClemensB,PHI,1,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000
ErnieEClementClementB,TOR,2,5,1,3,0,0,0,0,0,1,1,0,.600,.600,.600,1.200
RyanRCliffordCliffordB,NYM,2,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
PatrickPClohisyClohisyRF,ATL,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
CutterCCoffeyCoffeyX,TOR,1,2,0,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000
MarkMColeyIIColeyCF,MIA,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
CamCCollierCollierB,CIN,3,2,1,1,1,0,0,0,2,1,0,0,.500,.750,1.000,1.750
IsaacICollinsCollinsLF,MIL,2,6,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
OscarOColsColsB,CWS,3,5,1,1,1,0,0,1,0,3,0,0,.200,.200,.400,.600
MichaelMConfortoConfortoLF,LAD,3,7,0,0,0,0,0,0,1,3,0,0,.000,.222,.000,.222
GriffinGConineConineLF,MIA,2,3,1,0,0,0,0,0,2,1,0,0,.000,.400,.000,.400
CalCConleyConleyX,ATL,2,3,0,1,0,0,0,1,0,0,0,0,.333,.333,.333,.666
GavinGConticelloConticelloRF,AZ,1,1,0,1,0,0,0,1,1,0,0,0,1.000,1.000,1.000,2.000
WilliamWContrerasContrerasC,MIL,1,3,0,1,0,0,0,0,0,1,0,0,.333,.333,.333,.666
WillsonWContrerasContrerasB,STL,2,4,0,2,1,0,0,0,0,1,0,0,.500,.600,.750,1.350
BillyBCookCookCF,PIT,2,2,0,0,0,0,0,0,1,0,0,0,.000,.333,.000,.333
GarrettGCooperCooperB,ATL,2,5,1,1,1,0,0,0,0,2,0,0,.200,.200,.400,.600
KenedyKCoronaCoronaCF,HOU,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
CarlosCCorreaCorreaSS,MIN,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
CarlosCCortesCortesLF,ATH,3,5,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
ColtonCCowserCowserLF,BAL,1,1,1,0,0,0,0,0,0,0,0,0,.000,.667,.000,.667
JonahJCoxCoxCF,SF,1,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
JacobJCozartCozartX,CLE,1,1,1,0,0,0,0,1,1,1,0,0,.000,.500,.000,.500
JPJCrawfordCrawfordSS,SEA,3,6,1,2,0,0,0,1,1,0,0,0,.333,.375,.333,.708
JustinJCrawfordCrawfordLF,PHI,3,7,2,1,0,0,0,0,0,1,0,0,.143,.143,.143,.286
DylanDCrewsCrewsRF,WSH,3,6,4,3,0,1,0,1,2,1,2,0,.500,.625,.833,1.458
BlaineBCrimCrimDH,TEX,4,5,1,1,0,0,0,0,0,1,0,0,.200,.200,.200,.400
DemetrioDCrisantesCrisantesX,AZ,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
JakeJCronenworthCronenworthB,SD,2,4,0,1,0,0,0,1,0,2,0,0,.250,.250,.250,.500
JimmyJCrooksCrooksC,STL,2,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
GavinGCrossCrossRF,KC,3,3,3,1,0,0,0,1,3,2,2,0,.333,.667,.333,1.000
PetePCrowArmstrongCrowArmstrongCF,CHC,3,9,3,5,2,0,0,0,0,3,1,0,.556,.556,.778,1.334
OneilOCruzCruzCF,PIT,1,3,0,1,0,0,0,0,0,1,1,1,.333,.333,.333,.666
BobbyBDalbecDalbecB,CWS,3,3,1,0,0,0,0,0,2,2,0,1,.000,.400,.000,.400
ZachZDanielsDanielsLF,HOU,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
BoBDavidsonDavidsonLF,SF,1,1,0,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000
LoganLDavidsonDavidsonB,ATH,3,4,1,2,1,0,0,2,0,1,0,0,.500,.500,.750,1.250
ChaseCDavisDavisDH,STL,2,3,2,0,0,0,0,0,1,1,0,0,.000,.250,.000,.250
HenryHDavisDavisC,PIT,2,4,1,1,1,0,0,0,1,0,0,0,.250,.400,.500,.900
JDJDavisDavisX,LAA,3,5,0,1,0,0,0,0,0,2,0,0,.200,.200,.200,.400
RandyRDeJesusDeJesusRF,LAA,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
BryanBDeLaCruzDeLaCruzRF,ATL,2,5,0,2,1,0,0,1,0,1,0,0,.400,.400,.600,1.000
DeyvisonDDeLosSantosDeLosSantosB,MIA,2,5,0,1,0,0,0,0,0,1,0,0,.200,.200,.200,.400
JefreyJDeLosSantosDeLosSantosB,NYM,2,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
LuisLDeLosSantosDeLosSantosB,NYM,2,5,0,0,0,0,0,1,0,1,0,0,.000,.000,.000,.000
OmarODeLosSantosDeLosSantosCF,NYM,3,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
JosueJDePaulaDePaulaLF,LAD,4,4,2,0,0,0,0,0,3,1,0,0,.000,.429,.000,.429
LeodalisLDeVriesDeVriesSS,SD,3,6,1,1,1,0,0,0,1,1,0,0,.167,.286,.333,.619
PaulPDeJongDeJongB,WSH,2,5,2,2,0,0,0,1,0,2,0,0,.400,.400,.400,.800
ZachZDeLoachDeLoachX,CWS,3,4,0,1,0,0,0,0,2,1,0,0,.250,.500,.250,.750
JonnyJDeLucaDeLucaCF,TB,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
JustinJDeanDeanCF,LAD,6,6,2,0,0,0,0,0,3,3,1,0,.000,.333,.000,.333
TylerTDeardenDeardenLF,MIN,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
AdrianADelCastilloDelCastilloDH,AZ,3,7,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
JasonJDelayDelayC,PIT,1,2,0,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000
RaynelRDelgadoDelgadoB,MIL,2,3,1,1,0,0,0,0,1,0,0,0,.333,.500,.333,.833
CamCDevanneyDevanneySS,KC,2,3,1,1,0,0,0,0,2,0,1,0,.333,.600,.333,.933
JoseJDeversDeversB,CLE,1,3,1,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000
JosJDeversDeversB,ATL,3,4,0,0,0,0,0,0,1,1,0,0,.000,.200,.000,.200
ZachZDezenzoDezenzoLF,HOU,2,6,1,2,0,0,0,2,0,1,0,0,.333,.333,.333,.666
JhonJDiazDiazCF,TB,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
YainerYDiazDiazC,HOU,2,6,1,2,0,0,0,0,0,0,0,0,.333,.333,.333,.666
DylanDDoddDoddP,ATL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
JassonJDomnguezDomnguezLF,NYY,2,4,1,0,0,0,0,1,1,0,0,0,.000,.200,.000,.200
BrendanBDonovanDonovanB,STL,2,5,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
TommyTDoyleDoyleP,COL,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
LoganLDriscollDriscollC,TB,2,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
BrandonBDruryDruryB,CWS,3,8,1,1,1,0,0,0,0,2,0,0,.125,.125,.250,.375
MauricioMDubnDubnB,HOU,2,5,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
TitusTDumitruDumitruX,ATL,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
ClayCDunganDunganB,SD,4,5,1,2,0,0,0,0,1,1,0,0,.400,.500,.400,.900
BlakeBDunnDunnCF,CIN,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
NickNDunnDunnB,SEA,2,6,1,3,1,0,0,2,0,1,0,0,.500,.500,.667,1.167
EzequielEDuranDuranB,TEX,3,7,2,2,1,0,0,0,1,1,0,0,.286,.375,.429,.804
JarrenJDuranDuranLF,BOS,1,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.666
CalebCDurbinDurbinB,MIL,3,8,2,1,0,0,0,0,2,2,0,0,.125,.300,.125,.425
RodolfoRDurnDurnC,SD,2,3,0,1,0,0,0,1,1,0,0,0,.333,.500,.333,.833
EliasEDazDazC,SD,2,5,0,1,0,0,0,0,0,1,0,0,.200,.200,.200,.400
YandyYDazDazB,TB,2,5,0,0,0,0,0,1,1,0,0,0,.000,.167,.000,.167
NateNEatonEatonRF,BOS,3,2,3,1,0,1,0,0,2,1,1,0,.500,.750,1.500,2.250
TommyTEdmanEdmanB,LAD,3,9,1,1,0,0,0,0,0,2,0,0,.111,.111,.111,.222
XavierXEdwardsEdwardsSS,MIA,2,4,0,1,0,0,0,0,1,1,0,0,.250,.400,.250,.650
DukeDEllisEllisRF,NYY,2,4,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
ColtCEmersonEmersonSS,SEA,3,5,1,0,0,0,0,0,1,1,2,0,.000,.167,.000,.167
JerarJEncarnacionEncarnacionB,SF,3,8,0,4,2,0,0,2,0,1,0,0,.500,.500,.750,1.250
ChristianCEncarnacionStrandEncarnacionStrandB,CIN,2,4,0,1,0,0,0,0,0,1,0,0,.250,.250,.250,.500
TristinTEnglishEnglishB,AZ,3,5,2,3,0,0,0,2,1,0,0,0,.600,.667,.600,1.267
JCJEscarraEscarraC,NYY,2,5,0,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400
ThairoTEstradaEstradaB,COL,3,9,1,5,0,0,0,5,0,0,0,0,.556,.556,.556,1.112
MatthewMEtzelEtzelLF,TB,4,6,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
AJAEwingEwingDH,NYM,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
JudJFabianFabianX,BAL,2,2,2,1,0,0,0,0,2,1,0,1,.500,.750,.500,1.250
StuartSFairchildFairchildCF,CIN,2,5,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
WillyWFanasFanasRF,NYM,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
KyleKFarmerFarmerB,COL,3,7,0,1,0,0,0,0,1,3,0,0,.143,.250,.143,.393
TrentTFarquharFarquharB,PHI,1,1,0,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000
MaxMFergusonFergusonLF,BOS,2,3,0,1,0,0,0,2,0,2,0,0,.333,.333,.333,.666
FreddyFFerminFerminC,KC,2,5,0,1,1,0,0,1,0,1,0,0,.200,.167,.400,.567
JosJFermnFermnB,STL,3,7,0,1,1,0,0,0,1,0,0,0,.143,.250,.286,.536
YanquielYFernandezFernandezDH,COL,5,11,4,5,2,0,0,2,2,2,0,0,.455,.538,.636,1.174
YeinerYFernandezFernandezB,LAD,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
PascanelPFerrerasFerrerasB,HOU,2,3,0,0,0,0,0,1,0,2,0,0,.000,.000,.000,.000
RyanRFitzgeraldFitzgeraldSS,MIN,3,2,1,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
JuanJFloresFloresC,LAA,2,4,0,1,0,0,0,0,1,1,0,0,.250,.400,.250,.650
RafaelRFloresFloresX,NYY,3,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500
WilmerWFloresFloresB,SF,2,5,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
ColeCFontenelleFontenelleB,LAA,2,4,1,1,0,1,0,0,0,1,0,0,.250,.250,.750,1.000
HarryHFordFordC,SEA,3,6,2,3,0,0,0,3,0,0,1,0,.500,.571,.500,1.071
MikeMFordFordB,MIN,3,4,0,0,0,0,0,0,1,1,0,0,.000,.200,.000,.200
NickNFortesFortesC,MIA,2,4,2,1,0,0,0,0,1,0,0,0,.250,.400,.250,.650
JustinJFoscueFoscueDH,TEX,4,8,2,2,2,0,0,2,1,3,0,0,.250,.333,.500,.833
ColeCFosterFosterB,SF,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
RioRFosterFosterLF,LAA,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
JakeJFraleyFraleyRF,CIN,2,4,0,1,0,0,0,0,0,0,0,0,.250,.400,.250,.650
ChristianCFranklinFranklinCF,CHC,5,8,2,1,0,0,0,1,1,1,1,0,.125,.222,.125,.347
AdamAFrazierFrazierB,PIT,2,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
AlexAFreelandFreelandX,LAD,2,2,1,1,0,0,0,0,0,1,0,0,.500,.750,.500,1.250
CodyCFreemanFreemanB,TEX,4,6,1,2,1,0,0,0,0,0,0,0,.333,.333,.500,.833
TylerTFreemanFreemanB,CLE,2,3,2,2,1,0,0,3,1,0,0,0,.667,.750,1.000,1.750
SalSFrelickFrelickLF,MIL,2,5,1,1,1,0,0,2,0,0,0,0,.200,.200,.400,.600
DayanDFriasFriasB,CLE,2,2,0,0,0,0,0,0,0,1,1,0,.000,.000,.000,.000
TJTFriedlFriedlCF,CIN,2,6,2,2,1,0,0,1,0,1,0,0,.333,.333,.500,.833
BraxtonBFulfordFulfordC,COL,3,4,0,1,1,0,0,0,0,1,0,0,.250,.250,.500,.750
ColeLGabrielsonGabrielsonLF,NYY,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
JoeyJGalloGalloB,CWS,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
BenBGamelGamelRF,HOU,2,4,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
AramisAGarciaGarciaC,AZ,2,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
EduardoEGarciaGarciaSS,MIL,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
JhostynxonJGarciaGarciaCF,BOS,3,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
MaikelMGarciaGarciaB,KC,2,7,2,3,0,1,0,3,0,1,1,0,.429,.429,.714,1.143
DavidDGarcaGarcaC,MIL,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
AdolisAGarcaGarcaRF,TEX,4,9,1,3,0,0,0,1,0,3,0,0,.333,.333,.333,.666
LuisLGarcaJrGarcaB,WSH,1,2,1,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000
StoneSGarrettGarrettLF,WSH,2,4,0,0,0,0,0,1,0,2,0,0,.000,.000,.000,.000
AustinAGauthierGauthierB,LAD,5,9,0,0,0,0,0,0,3,5,0,0,.000,.250,.000,.250
ZackZGelofGelofDH,ATH,2,6,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000
AngelAGenaoGenaoSS,CLE,2,4,1,2,0,0,0,1,1,1,0,0,.500,.600,.500,1.100
RicardoRGenovsGenovsX,TB,3,7,1,1,0,0,0,0,0,2,0,0,.143,.143,.143,.286
AndrsAGimenezGimnezB,TOR,2,6,2,3,0,0,0,1,0,1,1,0,.500,.500,.500,1.000
PaulPGoldschmidtGoldschmidtB,NYY,2,4,0,1,1,0,0,1,0,3,0,0,.250,.250,.500,.750
KenniKGomezGomezCF,HOU,2,2,0,1,0,0,0,0,1,0,1,0,.500,.667,.500,1.167
NickNGonzalesGonzalesB,PIT,2,3,0,0,0,0,0,0,1,0,0,0,.000,.400,.000,.400
CristianCGonzalezGonzalezB,HOU,1,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
DomingoDGonzalezGonzalezP,ATL,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
JacobJGonzalezGonzalezB,CWS,2,2,1,1,1,0,0,1,0,0,0,0,.500,.333,1.000,1.333
OscarOGonzalezGonzalezRF,SD,4,11,2,5,2,0,0,2,0,1,0,0,.455,.455,.636,1.091
HunterHGoodmanGoodmanC,COL,3,5,3,3,1,0,0,1,3,1,0,0,.600,.750,.800,1.550
NikoNGoodrumGoodrumB,SD,4,5,1,2,1,0,0,0,3,0,0,0,.400,.625,.600,1.225
NickNGordonGordonCF,BAL,2,4,1,0,0,0,0,0,1,0,0,0,.000,.200,.000,.200
NolanNGormanGormanB,STL,3,6,0,0,0,0,0,0,1,2,0,0,.000,.143,.000,.143
JaceJGradyGradyRF,ATL,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
KevinKGrahamGrahamLF,AZ,1,2,1,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500
TristanTGrayGrayB,CWS,2,4,0,1,1,0,0,0,0,0,0,0,.250,.250,.500,.750
RandalRGrichukGrichukLF,AZ,3,7,0,1,0,0,0,0,1,3,0,0,.143,.250,.143,.393
KonnorKGriffinGriffinCF,PIT,1,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000
VaughnVGrissomGrissomB,BOS,2,5,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
GinoGGrooverGrooverB,AZ,4,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
JordanJGroshansGroshansB,KC,4,6,1,2,0,0,0,0,1,0,0,0,.333,.429,.333,.762
VladimirVGuerreroJrGuerreroB,TOR,2,3,0,1,0,0,0,1,1,1,0,0,.333,.500,.333,.833
GarretGGuillemetteGuillemetteB,HOU,1,1,1,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000
LuisLGuillormeGuillormeSS,HOU,2,3,0,2,0,0,0,2,0,0,0,0,.667,.500,.667,1.167
LourdesLGurrielJrGurrielLF,AZ,2,5,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000
YuliYGurrielGurrielB,SD,2,4,1,2,0,0,0,0,0,1,0,0,.500,.500,.500,1.000
AbrahanAGutierrezGutierrezC,PIT,1,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000
DenzerDGuzmanGuzmanSS,LAA,2,3,1,1,0,1,0,0,1,1,0,0,.333,.500,1.000,1.500
EricEHaaseHaaseC,MIL,2,5,0,1,1,0,0,1,0,2,0,0,.200,.167,.400,.567
AdamAHackenbergHackenbergX,CWS,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
SamSHaggertyHaggertyLF,TEX,3,5,0,2,0,0,0,1,0,2,0,0,.400,.400,.400,.800
AdamAHallHallX,MIL,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
DarickDHallHallB,PIT,2,3,0,0,0,0,0,0,1,1,0,0,.000,.250,.000,.250
PeteyPHalpinHalpinCF,CLE,3,5,0,1,0,0,0,0,0,2,0,0,.200,.200,.200,.400
DavidDHamiltonHamiltonSS,BOS,3,7,1,2,1,0,0,0,2,1,2,1,.286,.444,.429,.873
QuincyQHamiltonHamiltonLF,HOU,3,8,1,2,0,0,0,0,1,1,0,0,.250,.333,.250,.583
GarrettGHampsonHampsonB,AZ,3,7,3,2,0,0,0,0,1,2,1,0,.286,.375,.286,.661
MaverickMHandleyHandleyC,BAL,2,4,0,2,1,0,0,1,1,0,0,0,.500,.600,.750,1.350
IanIHappHappLF,CHC,3,8,1,3,1,0,0,0,1,4,0,0,.375,.444,.500,.944
TylerTHardmanHardmanB,NYY,2,1,0,0,0,0,0,0,2,1,0,0,.000,.667,.000,.667
BrettBHarrisHarrisB,ATH,3,3,1,0,0,0,0,0,1,0,0,0,.000,.400,.000,.400
DakotaDHarrisHarrisB,STL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
DustinDHarrisHarrisLF,TEX,3,7,0,1,1,0,0,1,0,2,0,0,.143,.125,.286,.411
MichaelMHarrisIIHarrisCF,ATL,2,4,0,1,0,0,0,0,0,1,0,0,.250,.250,.250,.500
KeBryanKHayesHayesB,PIT,2,4,0,3,0,0,0,0,0,1,1,0,.750,.750,.750,1.500
KyleKHayesHayesX,KC,3,5,0,1,1,0,0,1,0,3,0,0,.200,.200,.400,.600
AustinAHedgesHedgesC,CLE,2,3,1,0,0,0,0,0,2,2,0,0,.000,.400,.000,.400
JonahJHeimHeimC,TEX,2,5,0,1,0,0,0,0,1,2,0,0,.200,.333,.200,.533
TylerTHeinemanHeinemanC,TOR,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
MichaelMHelmanHelmanRF,STL,4,5,1,0,0,0,0,0,0,3,0,0,.000,.167,.000,.167
GunnarGHendersonHendersonSS,BAL,2,5,0,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400
PaytonPHenryHenryC,PHI,1,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
DarellDHernaizHernaizSS,ATH,3,6,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
DiegoDHernandezHernandezCF,KC,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
HeribertoHHernandezHernandezLF,MIA,2,4,1,2,1,0,0,4,1,1,0,0,.500,.600,.750,1.350
OmarOHernandezHernandezC,KC,1,2,0,1,0,0,0,2,1,0,2,0,.500,.667,.500,1.167
EnriqueKHernndezHernndezB,LAD,3,7,1,1,0,0,0,0,2,3,0,0,.143,.333,.143,.476
RonaldoRHernndezHernndezX,NYY,2,4,0,1,0,0,0,0,0,1,0,0,.250,.250,.250,.500
TeoscarTHernndezHernndezRF,LAD,3,7,3,3,1,0,0,0,1,0,0,0,.429,.500,.571,1.071
YonnyYHernndezHernndezB,NYM,4,4,0,2,0,0,0,1,2,0,0,0,.500,.667,.500,1.167
IvnIHerreraHerreraC,STL,2,2,1,0,0,0,0,1,1,1,0,0,.000,.250,.000,.250
JoseJHerreraHerreraC,AZ,2,5,0,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400
JimmyJHerronHerronLF,MIL,3,6,1,2,0,0,0,0,0,2,0,0,.333,.333,.333,.666
JasonJHeywardHeywardLF,SD,2,2,1,0,0,0,0,0,2,2,0,0,.000,.500,.000,.500
NathanNHickeyHickeyB,BOS,3,4,1,1,0,0,0,0,0,1,0,0,.250,.250,.250,.500
BrewerBHicklenHicklenRF,MIL,2,5,2,2,1,0,0,0,1,2,0,0,.400,.500,.600,1.100
LiamLHicksHicksC,MIA,1,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000
KyleKHigashiokaHigashiokaC,TEX,2,3,1,1,0,0,0,0,1,1,0,0,.333,.500,.333,.833
PJPHigginsHigginsB,CIN,1,1,0,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000
GJGHillHillB,COL,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
SamSHilliardHilliardCF,COL,3,9,1,1,0,0,0,0,0,5,0,0,.111,.111,.111,.222
ReceRHindsHindsRF,CIN,2,4,1,1,0,1,0,0,1,1,0,0,.250,.400,.750,1.150
KestonKHiuraHiuraB,COL,4,7,0,1,0,0,0,0,2,2,0,0,.143,.333,.143,.476
CalebCHobsonHobsonCF,COL,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
KodyKHoeseHoeseB,LAD,6,11,1,3,2,0,0,5,0,3,0,0,.273,.273,.455,.728
WillWHollandHollandSS,MIN,1,1,0,0,0,0,0,0,0,1,0,0,.000,.500,.000,.500
JacksonJHollidayHollidayB,BAL,2,4,1,1,0,0,0,0,0,2,0,1,.250,.250,.250,.500
JakeJHoltonHoltonB,DET,1,1,1,0,0,0,0,0,1,1,0,0,.000,.667,.000,.667
BradyBHouseHouseB,WSH,2,4,2,1,0,0,0,1,2,0,0,0,.250,.500,.250,.750
